City,Source_File,Line_Number,Matched_Text,Lat,Long
Oakville,da-161365-ESS1-S1.txt,3062,AECs/APECs were identified where there was visual,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3064,"Site. Surface soil was sampled for PHC F1-F4, BTEX,",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3065,"PAHs, and metals. Based on the findings of the",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3077,of potential or actual contamination existed on the Site.,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3097,Environment and Climate Change (MOECC) (now the,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3104,assessment of a former industrial property and waste,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3191,Audit of 280 Gas Station Facilities in Ontario,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3200,"Hazardous Waste Storage Assessment | Hamilton,",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3202,"Completed an evaluation of hazardous waste generation,",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3203,"waste stream compatibilities, waste storage, and transport",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3236,"hospitals, correctional facilities, water and wastewater",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3251,"Regional Municipality of York, Water and Wastewater",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3252,"Treatment and Distribution Facilities, and Waste",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3271,"Management System Audit Protocols for Storage Tanks,",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3305,petroleum hydrocarbon and chlorinated solvent,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3306,contamination in soil and groundwater.,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3315,of groundwater of a former industrial facility with historical,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3316,chlorinated solvent contamination in soil and groundwater.,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3342,Assessment of a large former industrial property located,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3350,included wood preservation. Contaminants of concern,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3351,included polychlorinated dibenzo-dioxins and –furans that,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3352,required rigorous decontamination and quality programs,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3353,to prevent cross-contamination.,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3370,Phase II ESAs and Remediation of PFAS Contamination,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3389,"waste removal, wildlife management and storm and",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3430,"and Disposal of PFAS-Impacted Waste Materials, Canada",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3436,management of PFAS impacted wastes.,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3441,Waste Services Department of Metro Vancouver to assist,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3472,"plants, water and wastewater treatment facilities in",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3498,WASTEWATER TREATMENT,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3499,Development and Design of Closed Loop Wastewater,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3503,closed loop wastewater treatment and reuse system for,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3505,"wastewater characterization, research on technology",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3508,Wastewater Characterization and Process Audits | Ontario,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3510,"Wastewater Characterization and Process Audits,",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3515,Closed Loop Wastewater Treatment Systems | Ontario |,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3517,Development of Closed Loop Wastewater Treatment,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3704,"Underground Storage Tank Removal- 358 Reynolds Street, Oakville, Ontario",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3712,lnspector Terry Maher following the discovery of the removal of an underground storage tank (UST),43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3715,heating oil underground storage tank (UST) from the above noted address. FSP will update our files,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3725,"AiMS selected the Ontario Ministry of the Environment's (MOE) (O. Reg 153104, as amended)",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3731,"petroleum hydrocarbon fractions F1 to F4 (PHC F1-F4), polycyclic aromatic hydrocarbons (PAHs)",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3732,and heavy metals.,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3734,within the selected MOE Table 3 SCS for all the parameters analyzed with the exception of one,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3735,(1) soilsample collected from BH5 which exceeded the SCS for PHC F1 to F3 and multíple PAH,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3747,(LPH) is considered an exceedance of the MOE Table 3 SCS.,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3749,"a total of 3,800 litres of residual fuel and liquid waste water was removed from the UST and",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3753,cavity where apparent petroleum hydrocarbon (PHC) impacted soils were observed.,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3759,and submitted for laboratory analysis of PHC F1-F4 and PAHs.,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3761,all soil concentrations were within the selected MOE Table 3 SCS. Any interim soil exceedances,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3767,of PHC F1 to F4 and PAHs. Laboratory analytical results indicate that the sample exceeded the,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3768,MOE Table 3 SCS for PHC F2.,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3771,submitted for laboratory analysis of PHC F1 to F4. Groundwater concentrations continued to,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3772,exceed the SCS for PHC F2.,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3775,laboratory analysis of PHC F1 to F4. All groundwater concentrations were within the MOE Table,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3785,"obligations to notify the MOE of any contamination that is causing or is likely to cause ""adverse"" effect as",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3877,"St, Oakville. They pumped out the oil and removed the tank, and there was evidence ofsoil contamination indicating the tank had been leaking.",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3948,REMOVAL OF LINDERGROLIND STORAGE TANKAND,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3976,"Representative ""worse-case"" soil samples were analyzed for PHCs, poiycyclic aromatic",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3977,"hydrocarbons (PAHs), heavy metals, and volatile organic compounds (VOCs) at an",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3981,samples and one groundwater sample indicated that the measured contaminant,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,3984,"(BHs), which had exceedences for PHC fractions Fr to Fs and multiple PAH parameters.",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,4006,excess of the minimum specified in accordance with MOE Ontørio Reguløtion 511109,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,4012,"Iaboratory, for the analyses of PHCs by fractionation (Fr to Fa) ancl PAHs.",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,4018,the applicable MOE site assessment standards is schematically present ed in Figttre 1.,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,4020,Appendix C. These results indicate that the contaminant concentrations in the soil,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,4023,concentration of PHC fraction Fz exceeded the EPA criterion.,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,4027,"PHC analyses. Thereafter, the results of the analyses revealed that the measured",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,4028,contaminant concentrations in all soil samples (including S2-3X) complied with the,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,4031,"additional 3,250 L of liquid was evacuated from the cavity. A copy of the iiquid waste",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,4037,"fill was collected and submitted for heavy metals analyses, which complied with the",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,4156,*Contaminants as shown are in exceedence of,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,4314,Photograph 1 View of Exposed Underground Storage Tank,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,4315,Evacuation of Residual Fuel in Underground Storage Tank in Progress,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,5558,"f,41 Location of Underground Storage Tank",43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,12349,Anderson's Waste Disposal Sites,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,12355,Aboveground Storage Tanks,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,12397,Compressed Natural Gas Stations,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,12494,Federal Identification Registry for Storage Tank,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,12507,Fuel Storage Tank,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,12513,Fuel Storage Tank - Historic,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,12519,Ontario Regulation 347 Waste Generators Summary,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,12640,National Defence & Canadian Forces Waste Disposal,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,12707,Parks Canada Fuel Storage Tanks,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,12725,Private and Retail Fuel Storage Tanks,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,12737,Ontario Regulation 347 Waste Receivers Summary,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,12749,Retail Fuel Storage Tanks,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,12767,Wastewater Discharger Registration Database,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,12773,Anderson's Storage Tanks,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,12779,Transport Canada Fuel Storage Tanks,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,12792,Waste Disposal Sites - MOE CA Inventory,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,12798,Waste Disposal Sites - MOE 1991 Historical Approval,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,14380,GEN - Ontario Regulation 347 Waste Generators Summary,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16411,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16413,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16414,WASTE OILS & LUBRICANTS,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16416,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16418,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16473,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16475,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16525,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16527,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16528,Pathological wastes,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16561,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16563,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16564,PATHOLOGICAL WASTES,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16597,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16599,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16600,PATHOLOGICAL WASTES,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16653,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16655,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16656,PATHOLOGICAL WASTES,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16685,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16687,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16688,PATHOLOGICAL WASTES,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16717,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16719,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16720,AROMATIC SOLVENTS,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16722,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16724,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16725,ALIPHATIC SOLVENTS,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16754,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16774,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16775,AROMATIC SOLVENTS,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16777,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16779,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16780,ALIPHATIC SOLVENTS,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16809,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16811,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16812,PATHOLOGICAL WASTES,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16936,Contaminant Code:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16939,Contaminant Name:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16943,Contaminant Limit 1:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16947,Contaminant UN No,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16955,Other Impact(s); Soil Contamination,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16961,MOE Response:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16964,Dt MOE Arvl on Scn:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16966,MOE Reported Dt:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,16983,Contaminant Qty:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,18020,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,18022,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,18023,AROMATIC SOLVENTS,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,18025,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,18027,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,18028,ALIPHATIC SOLVENTS,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,19198,Contaminant Code:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,19201,Contaminant Name:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,19205,Contaminant Limit 1:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,19211,Contaminant UN No 1:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,19226,MOE Response:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,19230,Dt MOE Arvl on Scn:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,19232,MOE Reported Dt:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,19265,Contaminant Qty:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,19296,Contaminant Code:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,19299,Contaminant Name:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,19303,Contaminant Limit 1:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,19308,Contaminant UN No 1:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,19322,MOE Response:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,19325,Dt MOE Arvl on Scn:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,19327,MOE Reported Dt:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,19345,Contaminant Qty:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21686,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21688,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21691,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21693,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21694,WASTE COMPRESSED GASES,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21696,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21698,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21701,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21703,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21704,ACID WASTE - HEAVY METALS,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21706,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21708,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21742,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21760,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21763,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21765,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21766,WASTE COMPRESSED GASES,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21768,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21770,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21771,ACID WASTE - HEAVY METALS,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21773,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21775,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21778,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21780,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21810,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21812,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21813,Acid solutions - containing heavy metals,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21815,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21817,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21818,Misc. waste organic chemicals,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21851,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21853,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21854,WASTE COMPRESSED GASES,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21856,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21858,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21861,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21863,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21866,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21868,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21869,ACID WASTE - HEAVY METALS,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21871,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21873,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21919,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21921,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21922,Acid solutions - containing heavy metals,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21924,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21926,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21927,Misc. waste organic chemicals,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21956,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21958,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21959,ACID WASTE - HEAVY METALS,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21961,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21963,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21964,WASTE COMPRESSED GASES,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21966,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21968,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21971,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21973,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21976,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,21978,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22026,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22028,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22029,ACID WASTE - HEAVY METALS,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22031,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22033,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22036,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22038,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22041,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22043,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22046,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22048,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22049,WASTE COMPRESSED GASES,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22078,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22080,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22081,WASTE COMPRESSED GASES,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22083,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22085,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22088,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22090,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22093,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22095,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22098,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22100,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22101,ACID WASTE - HEAVY METALS,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22130,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22132,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22133,ACID WASTE - HEAVY METALS,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22151,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22153,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22156,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22158,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22159,WASTE COMPRESSED GASES,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22161,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22163,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22166,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22168,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22198,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22200,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22203,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22205,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22206,ACID WASTE - HEAVY METALS,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22208,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22210,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22213,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22215,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22218,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22220,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22221,WASTE COMPRESSED GASES,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22250,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22252,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22253,WASTE COMPRESSED GASES,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22255,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22257,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22258,ACID WASTE - HEAVY METALS,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22260,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22262,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22281,Waste Class:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,22283,Waste Class Desc:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,23784,Contaminants:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,23814,Contaminants:,43.467517,-79.687665
Oakville,da-161365-ESS1-S1.txt,23843,Contaminants:,43.467517,-79.687665
